Bedriftsnavn;Adresse;Postnummer;Poststed;Godkjenninger;Organisasjonsnummer
BIL OG HENGERSERVICE A/S;Follummov. 69 ;3516;HØNEFOSS;PABYGGER;981288602
Braathen Bil;Skåla;6456;SKÅLA;BILSKADE;981535936
Roy s  Bilomsetning;Vestheimvegen 13;4250;Torvastad;BILVERKSTED01;864611702
BREMSE- OG CLUTCHSERVICE;HOTVETALLEEN 3 A;3018;DRAMMEN;BILBREMSE;970363084
RAUDSAND BILVERKSTED AS;RAUDSANDVEGEN 402;6462;RAUDSAND;BILVERKSTED01, KONTROLLORGAN01;818041772
MOSBÆKS BILVERKSTED;Storgt.36;1870;Ørje;BILVERKSTED01;969949245
Møller Øst avd Møller Bil Ryen A/S ;Enebakkveien 154;680;OSLO;BILVERKSTED01B, KONTROLLORGAN01B;917805717
Toyota Sulland Gjøvik AS;Autoveien 3;2807;HUNNDALEN;BILVERKSTED01, KONTROLLORGAN01;957631312
RBL - Rindal bil og landbrukssenter AS;Sunna;6657;Rindal;TRAKTOR;889615672
AUTOGLASS AS;Liamyrene 6;5132;NYBORG;BILGLASS;968552732
FLYGT BIL AS;Gamle Riksvei 32;8008;BODØ;BILVERKSTED01, KONTROLLORGAN01;984016530
HAUGEN MOTOR AS;GRODÅS;6763;HORNINDAL;BILVERKSTED01B, MOTORSYKKELOGMOPED, BILSKADE, KONTROLLORGAN01B;959578435
CARGLASS AS;Sørlandsveien 99;8624;MO I RANA;BILGLASS;985758220
Sekkingstad Bilteknikk AS;Skogedalsveien 1;5350;BRATTHOLMEN;BILVERKSTED01B, KONTROLLORGAN01B, BILSKADE;997854462
BR. BAKKES BILVERKSTED A/S;Storvegen.45;2420;Trysil;BILVERKSTED01B, KONTROLLORGAN01B;974484846
Bråtebakken Bensin & Service;Skotselvveien 90;3300;HOKKSUND;BILVERKSTED01, KONTROLLORGAN01;931965395
Team Verksted Vest AS;Espehaugen 29;5258;BLOMSTERDALEN;FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, TRAKTOR;963914083
Ødegården Auto A/S;Sam Eydes vei 1;1412;SOFIEMYR;BILVERKSTED01, BILSKADE, KONTROLLORGAN01;979466811
MOAN AUTO OG KJØLESERVICE A/S;;9311;BRØSTADBOTN;HJUL;947552910
Auto 8 - 8 SILDNES & Halaas as;Vika 6;6490;Eide;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;919687304
Bertel O. Steen Hedmark og Oppland (AS avd. Hamar);Gjerluvegen 3;2320;FURNES;FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04, BILVERKSTED01, KONTROLLORGAN01;919426233
HENGSRØD AS;HENGSRUDVEIEN 344;3178;VÅLE;PABYGGER;999536301
JP & Thygesen A/S;Lillesandsvn.26;4877;Grimstad;BILVERKSTED01, BILSKADE, BILELEKTRODRIVSTOFFANLEGG, KONTROLLORGAN01;983534740
ØVERLAND AS DEKK & BIL;Verftsgata 5;6416;Molde;BILVERKSTED01, HJULUTRUSTNING, KONTROLLORGAN01;978695752
Stjørdal Dekk og Transportutstyr AS;SUTTERØYGATA 14;7502;STJØRDAL;HJUL;985541329
SFK AUTOS AS;INDUSTRIVEIEN 11;1400;SKI;HJUL;913532694
Auto Fornebu AS;Snarøyveien 73;1364;FORNEBU;BILVERKSTED01, KONTROLLORGAN01;998537711
SANDVIKEN BILLAKKERING OG DEKK AS;SANDVIKSVEIEN 163A;5035;BERGEN;HJUL;914498848
JØRGENSEN MEKANISKE VERKSTED;VÅGSVÅG;6700;MÅLØY;HJUL, HENGERESPALOPSBREMSEANLEGG;917638519
Åkra Bil AS;Diktervegen 8;5538;Haugesund;BILVERKSTED01B, KONTROLLORGAN01B;977189187
Båt-Motor-Service AS;Hamnegata 34;7714;STEINKJER;MOTORSYKKELOGMOPED;928980731
SPORSTØL BILVERKSTED AS;DRAGSUNDVEGEN 69;6080;GURSKØY;BILVERKSTED01B, BILVERKSTED01, KONTROLLORGAN01, KONTROLLORGAN01B;919861770
BOSS OF GLOSS BILPLEIE AS;KLØVNINGSTEN 3B;1739;BORGENHAUGEN;HJUL;919938536
RIIS MONTASJE AS avd. Stavanger;Hillevågsveien 91;4016;STAVANGER;BILGLASS;921979436
FANNREM BILSKADE AS;Plogvegen 5;7320;FANNREM;BILSKADE;914630940
Toyota Lier;Sankt Hallvards vei 10;3400;SLEMMESTAD;BILVERKSTED01, KONTROLLORGAN01;947602330
HØIDEN BIL OG BÅTELEKTRO AS;ØREVEIEN 68;1528;MOSS;KONTROLLORGAN01, BILVERKSTED01;967346691
Winther-Hansen's Karosseri & Service;Jarlsøveien 14;3124;Tønsberg;BILVERKSTED01B, KONTROLLORGAN01;974537257
CARGLASS AS;C J Hansensvei 3 B;2007;KJELLER;BILGLASS;985758220
Berg Auto AS;Olav Ingstadsvei 3;1351;RUD;BILVERKSTED01, KONTROLLORGAN01;992420537
Ytterdal Bil AS;Norddal;6214;Norddal;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;915550983
Normann Bilskade AS;INGENIØR RYBERGS GATE 101;3027;DRAMMEN;BILSKADE;916224788
RSA Bil Sarpsborg;Brevikveien 1;1711;SARPSBORG;BILVERKSTED01, KONTROLLORGAN01;915518389
Geilo Auto AS;Lienveien 90;3580;GEILO;BILVERKSTED01, KONTROLLORGAN01;989146653
GO DEKK AS;ÅNESTADVEGEN 14;4360;VARHAUG;HJUL;999632882
Frodster Performance AS;Bleikmyrvegen 20;4276;VEAVÅGEN;BILVERKSTED01, KONTROLLORGAN01;991064885
Vollen Truck & Parts AS;Røykenvn. 397;3440;RØYKEN;BILVERKSTED01B, KONTROLLORGAN01B;978632254
BIL OG BÅTSERVICE  as;Hamre;5281;VALESTRANDFOSSEN;BILVERKSTED01B, KONTROLLORGAN01B;951265314
Sebu Bil & Bensin AS;Vindevegen 1;2940;Heggenes;BILVERKSTED01B, KONTROLLORGAN01B;964861013
NORDFJORD BILSENTER AS;TAKLO;6770;NORDFJORDEID;BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B;963034334
KRANE GLASS & FASADE AS;ÆRFUGLVEGEN 6;9015;TROMSØ;BILGLASS;957060390
Bilbutikk1 - Fredrikstad AS;Stabburv. 1;1617;FREDRIKSTAD;BILVERKSTED01, KONTROLLORGAN01;879639662
Norsk Scania AS avd. Råde;Sarpsborgveien 119;1640;Råde;FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN03, ALKOLASVERKSTED;879263662
Bilform AS;Bråteveien 175;2013;SKJETTEN;PABYGGER;992042036
W-Mek Kåre Jensen;Weensvangvegen 438;2338;ESPA;PABYGGER;994644696
Tesla Motors Norway AS avd. Trondheim;Haakon 7´s gate 6;7041;TRONDHEIM;BILVERKSTED01;914194601
CARL BERNER BILVASK & BILPLEIE AS;TRONDHEIMSVEIEN 100;565;OSLO;HJUL;913023757
Felleskjøpet Rogaland Agder, avd Årdal;Årdal i Ryfylke;4137;ÅRDAL I RYFYLKE;TRAKTOR;915442552
VATNE DEKKSERVICE AS;Anders Hovden Gate 16;6150;ØRSTA;HJUL;999329640
STANGE DEKKSERVICE AS;Ljøstadvegen 30c;2335;STANGE;HJUL;994866796
Aasen Bil AS;Industrifeltet;2092;MINNESUND;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;957129188
Haugs Maskin-Forretning AS;Industrifeltet;2092;MINNESUND;PABYGGER;912458210
RS DEKK AS;MONGSTADVEGEN 1006;5954;MONGSTAD;HJUL;996199061
MOLAND AUTO AS;Molandsmoen;3870;Fyresdal;BILVERKSTED01, KONTROLLORGAN01;957152872
RIIS MONTASJE AS;Dreyfushammarn 10;8012;BODØ;BILGLASS;921979436
NAF SENTER RINGERIKE;Eggemoveien;3514;Hønefoss;KONTROLLORGAN01;987372540
DEKKTEAM KRISTIANSUND AS;Pilotveien 7;6517;KRISTIANSUND N;HJUL;991853227
Moen Autosenter AS;Risørveien 888;4950;Risør;BILVERKSTED01, KONTROLLORGAN01;992836253
Tønsberg Autoservice AS;Kilengaten 20;3117;TØNSBERG;KONTROLLORGAN01B, BILVERKSTED01B;995113562
Furnesvegen Bil & MC AS;Furnesvegen 42 ;2318;HAMAR;BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED;998233089
MC-verkstedet;Industrivegen 53;5210;OS;MOTORSYKKELOGMOPED;980036324
Bertel O. Steen Ullevål AS;Klaus Torgårdsvei 3;372;OSLO;BILVERKSTED01B, KONTROLLORGAN01B;959002169
DIGRE TRANSPORT AS;Singsås Næringspark AS;7387;SINGSÅS;PABYGGER, BILGLASS;968975994
Bilia Kongsvinger ;Gaukåsveien 7 ;2211;Kongsvinger;BILVERKSTED01, KONTROLLORGAN01;976023188
NAF Senter Førde;FJÆREVEGEN 2;6800;FØRDE;KONTROLLORGAN01;987372540
G. Gustavsson & Sønner Bilverksted AS;Maridalsveien 230;467;OSLO;BILVERKSTED01, KONTROLLORGAN01;989229893
Nye Bilco Kongsvinger AS;Lerkeveien 50;2209;KONGSVINGER;FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04;999173012
MELHUS VIDEREGÅENDE SKOLE;Martin Tranmælsv. 30;7224;MELHUS;BILVERKSTED01, MOTORSYKKELOGMOPED, TRAKTOR;817920632
EGGEDAL AUTO; ;3359;EGGEDAL;BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01;958309996
Felleskjøpet Agri SA;Husøynvegen;3550;GOL;TRAKTOR;911608103
Reime & Lode AS;Bernerveien 30;4365;NÆRBØ;BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, BILSKADE, PABYGGER, TRAKTOR, KONTROLLORGAN01B, KONTROLLORGAN02, KONTROLLORGAN03;915340016
Toyota Slettum Bil AS avd. Mekonomen Os;Brutippen 3;2550;OS I ØSTERDALEN;BILVERKSTED01, KONTROLLORGAN01;995153343
HADELAND MULTISERVICE ;STORLINNA 133;2770;JAREN;MOTORSYKKELOGMOPED;970958819
BERTEL O. STEEN Brobekk AS;Knud Bryns vei 3;581;OSLO;BILVERKSTED01B, KONTROLLORGAN01B;960821858
TRØNDELAG BILGLASS SINDRE SMITH;Fru Ingers vei;7140;OPPHAUG;BILGLASS;816684862
Ottestad Bilsenter AS;Gubberudvegen 114F;2312;Ottestad;BILVERKSTED01, KONTROLLORGAN01;984360576
DEKKMANN AS avdeling Kokstad;Kokstaddalen 26;5257;KOKSTAD;HJUL;966242825
Voss Bil Lastebil AS;Storrviki 2;5710;VOSS;FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04;979490895
Søndre Vestfold fengsel;Avd Berg, Søndre Berg 30;3125;TØNSBERG;BILVERKSTED01, KONTROLLORGAN01;911830868
Fylkesnes Bil AS;Heiane 31;5412;STORD;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;935018293
Sørkjos Storbil AS;Brennmoveien 24;9050;STORSTEINNES;BILVERKSTED02, BILVERKSTED03, TRAKTOR, FARTSSKRIVER;912672840
MOTORHUSET ANS;Brendehaugen 8, Saunesmarka;6065;Ulsteinvik;BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01;943124337
HASTADKLEV AS;HOGNESAUNVEGEN 96;7513;STJØRDAL;HENGERESPALOPSBREMSEANLEGG;920024092
Heimdal Storbilsenter AS;Heggstadmoen 1D;7080;HEIMDAL;BILSKADE, PABYGGER;989704095
MELHUS BILSKADESENTER AS;HOFSTADVEGEN 17;7224;MELHUS;BILSKADE, KONTROLLORGAN01, BILVERKSTED01;914327660
TK-Auto Karosseriservice AS;Roalinna 4;2740;ROA;BILSKADE;960649044
BJERLAND LAKK OG KAROSSERI AS;SKARPENGLAND;4715;ØVREBØ;BILGLASS, LYSUTSTYR;977193788
AS Stål og Gummi;Markveien 55;9510;ALTA;HJUL;935052904
Bilpartner Autoteknikk AS;Stanseveien 2;975;OSLO;BILVERKSTED01, KONTROLLORGAN01;980371107
ÅRDAL BILSERVICE AS;TANGEVEGEN 20;6885;ÅRDALSTANGEN;BILVERKSTED01, KONTROLLORGAN01;918001514
MOTORI AS;ROGNEVEGEN 11;4352;KLEPPE;HJUL;918786317
Munir Olanrewaju LAN Paulsen Bilverksted;Strandveien 106;9006;TROMSØ;BILVERKSTED01;985464081
ASKØY BIL OG DEKK AS;FLORVÅGVEGEN 6;5300;KLEPPESTØ;KONTROLLORGAN01, BILVERKSTED01;916779194
MVERKSTED AS;NAMSOSVEGEN 1036;7730;BEITSTAD;KONTROLLORGAN01, BILVERKSTED01B;917372012
KLETT DEKK AS;LEINSTRANDVEGEN 760;7083;LEINSTRAND;HJUL;915972527
FIXBIL ARNA AS;ARNATVEITVEGEN 143;5262;ARNATVEIT;BILVERKSTED01, KONTROLLORGAN01;913988965
Driven By JL AS;Storgata 79;9405;HARSTAD;HJUL;918780874
Maskin & Bil AS;Gamle Laudalsvei 9;4534;Marnardal;BILVERKSTED01B, KONTROLLORGAN01B;818779852
FELLESKJØPET AGRI SA - Halden;Busterudkleiva 54;1782;HALDEN;HENGERESPALOPSBREMSEANLEGG, LYSUTSTYR;911608103
Aslam Bilservice AS;Industrivn.17;1400;Ski;BILVERKSTED01, KONTROLLORGAN01;892480532
NORD - AUTO AS;Sjøfartsgata 15;7714;STEINKJER;BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01B;913951387
KIRKENG BIL AS;Storgata 26;1890;Rakkestad;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;981886828
Møller Bil Follo AS avd. Møller Bil Skadesenter Follo ;Nordbyvegen 96;1406;SKI;BILSKADE;912174786
MOBILE SARPSBORG AS;Herbergveien 15 ;1710;Sarpsborg;BILVERKSTED01, KONTROLLORGAN01;960660463
Sjøholt Last og Buss AS;Ørskog;6240;Ørskog;FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04;977567467
MC TEKNIKK AS;Oppløserbygget;4700;VENNESLA;MOTORSYKKELOGMOPED;915552773
ROSENHOFF BILVASK & BILPLEIE AS;ROSENHOFF GT 1;569;OSLO;HJUL;914262682
SOLBERG BIL-ELEKTRO; Nerstad;3350;PRESTFOSS;BILELEKTRODRIVSTOFFANLEGG;870229682
Mobil Autocare Rælingen AS;Nedre Rælingsvei 259;2008;FJERDINGBY;BILVERKSTED01;998181356
CARGLASS AS;Østre Totenvei 136;2816;GJØVIK;BILGLASS;985758220
Gratangen Mekaniske Industri AS;Hellarbogen 17;9470;Gratangen;PABYGGER;931454382
STRAND AUTOSERVICE AS;BERGTUNVEGEN 1;4120;TAU;LYSUTSTYR, BILVERKSTED01, KONTROLLORGAN01, HJUL, EKSOSANLEGG;811900532
ASKER DEKK AS;ETERNITVEIEN 10;3470;SLEMMESTAD;HJUL;913516478
PK STRØM AUTO AS;LAGERVEGEN 15;8250;ROGNAN;KONTROLLORGAN01, BILVERKSTED01;916918410
Eiksenteret Hønefoss;Barbroveien 7;3511;HØNEFOSS;MOTORSYKKELOGMOPED, TRAKTOR;936372023
STORHOLT BIL & SERVICE;Stokkøyan;6657;Rindal;BILVERKSTED01, KONTROLLORGAN01;947666444
DAHLES AUTO AS ;Herbergveien 4;1710;SARPSBORG;BILVERKSTED01B, KONTROLLORGAN01B;911114461
KOMPLETT BILSERVICE AS;BUSKERUDVEIEN 124;3027;DRAMMEN;BILVERKSTED01, KONTROLLORGAN01;914524113
Bilskadesenteret Tromsø AS;Stakkevollvegen 323;9019;TROMSØ;BILSKADE;996514528
TEMPE AUTO AS;Tempeveien 23;7037;TRONDHEIM;BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01;981934865
MC Oslo AS;Strømsveien 344;1081;OSLO;MOTORSYKKELOGMOPED;919050942
BILSERVICE FROSTA AS;Frostavegen 1757 Mebygda;7633;FROSTA;BILSKADE;913433548
Vianor AS, avd. Levanger;Trekanten 6;7604;LEVANGER;BILVERKSTED01, KONTROLLORGAN01, HJULUTRUSTNING;935429447
RUTERKNEKT ROMERIKE AS;Stålfjæra 28;975;OSLO;BILGLASS;993190861
EIDSVÅG BILSERVICE ALTIN ALTIN GOLLOSHI;EIDSVÅGVEIEN 134;5105;EIDSVÅG I ÅSANE;HJUL;920138756
Etterstad Bilverksted AS;Professor Birkelands vei 36;1081;OSLO;BILVERKSTED01, KONTROLLORGAN01;993426075
Vianor avdeling Mo i Rana;Mellomveien 44;8622;MO I RANA;HJUL;935429447
DEKKTEAM AS avd. Furnes;Gjerluvegen 8;2320;FURNES;HJUL;870897332
Frydenbø Bilsenter as avd Åsane;Åsamyrene 82;5116;BERGEN;BILVERKSTED01, KONTROLLORGAN01;967149098
MOSS DEKK AS;RABEKKGATA 3;1523;MOSS;HJUL;921836686
ALTA AUTOSERVICE AS;INDUSTRIHØYDEN 20;9513;ALTA;KONTROLLORGAN01B, BILVERKSTED01B;918752838
HØYANGER BIL AS;Hjetland;6991;HØYANGER;BILVERKSTED01, KONTROLLORGAN01;981667921
VOLDA BIL A/S;Prestegata 29;6100;Volda;BILVERKSTED01, KONTROLLORGAN01;929799798
Hauge Traktor AS;Skjeldestad;6851;SOGNDAL;TRAKTOR;939903720
MELHUS BIL TRONDHEIM AS;Tungasletta 8;7047;TRONDHEIM;BILVERKSTED01B, KONTROLLORGAN01B;944638741
RSA Bil Drammen;Ø. Eikervei 77;3005;DRAMMEN;BILVERKSTED01, KONTROLLORGAN01;915518389
Vestfold Bil AS;Dronningensgt. 25;3211;SANDEFJORD;BILVERKSTED01, KONTROLLORGAN01;987865806
BODØ V. G. SKOLE, BILAVD.;Amtmann Hegges Vei 3/4;8005;BODØ;KONTROLLORGAN01, BILVERKSTED01;974621223
Holbæks Auto;Nattvalveien 23;3140;Borgheim;BILSKADE;967854689
GS BILDELER AS;Styrmannsgata 1;7042;TRONDHEIM;BILVERKSTED01, KONTROLLORGAN01;980501515
ROAN BILVERKSTED AS; Roansveien 6;7180;ROAN;BILVERKSTED01, KONTROLLORGAN01;977302323
Saint-Gobain Autover Norge AS avd. Bergen;Møllendalsveien 1;5009;BERGEN;BILGLASS;918276785
Automobilia AS;Storgata 11;2830;Raufoss;BILVERKSTED01B, KONTROLLORGAN01B;990544476
Auto Car AS - Bilskadeavdeling;Industriveien 3 Stoa;4848;Arendal;BILSKADE;928385698
BÅT & LAKKSERVICE AS;Leirstrandvegen 899;9106;STRAUMSBUKTA;BILSKADE;998584477
Spannavegen Bil;Raglamyrveien 10;5536;Haugesund;BILVERKSTED01;956428386
Bergen MC center as;Nygårdsgaten 94;5008;BERGEN;MOTORSYKKELOGMOPED;929355199
Vianor avd. Gol;Husøyveien 9;3550;GOL;BILVERKSTED01, KONTROLLORGAN01, HJUL;935429447
PROFF BILGLASSERVICE AS;Drammensveien 34;3050;MJØNDALEN;BILGLASS;919371269
MOTOR FORUM AS BERGEN;Øvre Kråkenes 51 ;5152;BØNES;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01;931806858
Ullensaker Biloppretting AS;Dyrskuvn. 30;2040;KLØFTA;BILSKADE;987748931
LØDINGEN BILSERVICE AS;SJØVEGEN 62;8410;LØDINGEN;BILVERKSTED01B, KONTROLLORGAN01;892035792
Auto 8-8- Forum avd. Florø;Leirvåggata 1;6909;FLORØ;BILVERKSTED01, KONTROLLORGAN01;959167915
ÅRDAL LANDBRUK AS;Årdalstunet 13;4137;ÅRDAL I RYFYLKE;TRAKTOR;968184245
NAF Senteret Bodø  ;Gamle Riksvei 2;8008;Bodø;KONTROLLORGAN01;987372540
O. L.. Engen  AS;Fløtlivegen 223;2390;MOELV;PABYGGER;991982132
Wist Last og Buss AS, avd. Namsos;Navarvegen 10, Spillum;7820;Namsos;FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, ALKOLASVERKSTED;958315120
Holden Adventures AS;Ålen;7380;ÅLEN;BILVERKSTED01, BILSKADE;992563214
Kvickstop A/S;Fjellhamarveien 5;2010;Strømmen;BILVERKSTED01, KONTROLLORGAN01;985491380
Rygge Bilverksted AS;Kvaenveien 2;1529;Rygge;BILVERKSTED01, KONTROLLORGAN01;884410762
Bil & Motorservice AS;Holundsdalen 6;5430;Urangsvåg;BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN01, KONTROLLORGAN04;988160091
NOR Diesel AS;Stakkevollvegen 69;9010;TROMSØ;BILVERKSTED01B, BILELEKTRODRIVSTOFFANLEGG, BILDIESEL, KONTROLLORGAN01B;979759096
Autoria Kolboten AS,avd. Skoda;Tømteveien 3;1410;KOLBOTN;BILVERKSTED01, KONTROLLORGAN01;953581388
Trondsen Auto AS;Håndverkerveien 4B;9018;Tromsø;BILVERKSTED01B, KONTROLLORGAN01B;925163600
Sund Bilservice AS;Kausland;5381;GLESVÆR;BILVERKSTED01B, KONTROLLORGAN01B;912736997
E18 VAREBILSENTER AS;Elgtrekket 2;1820;SPYDEBERG;BILVERKSTED01B, PABYGGER, KONTROLLORGAN01B, FARTSSKRIVER, ALKOLASVERKSTED;915079385
Haugerud og Foss Bil AS;Aurveien 100;1930;AURSKOG;BILVERKSTED01, KONTROLLORGAN01;913252098
Bertel O. Steen Østfold AS;Hunnskinnveien 98;1711;Sarpsborg;BILVERKSTED01B, KONTROLLORGAN01B;915281168
Furnes Auto AS;Gjerluveien 65;2320;FURNES;BILVERKSTED01;896487752
NORSK RIKSKRINGKASTING AS;Bjørnstjerne Bjørnsonsplass 1;340;OSLO;BILVERKSTED01B, KONTROLLORGAN01B;976390512
Mæland Auto;Årdalstunet;4137;ÅRDAL I RYFYLKE;BILVERKSTED01, KONTROLLORGAN01;999632807
TCR NORWAY AS avd. Stavanger;Flyplassveien 214;4055;SOLA;BILVERKSTED01B;997755391
BILGLASSMONTØREN AS;Tordenskjoldsgate 48;8656;MOSJØEN;BILGLASS;997106490
Ims Auto;Prestveien 120;4312;SANDNES;BILVERKSTED01;994261614
Autosentrum AS;Stadionvegen 12;7240;HITRA;BILVERKSTED01B, KONTROLLORGAN01B;992273550
Kvam Auto AS;Haugamyrvegen 12;5600;Norheimsund;FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN01, KONTROLLORGAN02, KONTROLLORGAN03;987637366
Bergseng Mekaniske Bilverksted;Landåsvegen 701;2861;Landåsbygda;BILVERKSTED01, KONTROLLORGAN01;959093776
Karmøy Bil AS;Avaldsnesvegen 72 ;4250;KOPERVIK;BILVERKSTED01, KONTROLLORGAN01;999550266
Arendal Karosseri A/S  ;Håvet 1;4838;Arendal;BILSKADE;941575935
Lastebilsenteret AS;Moen industriområde;3623;KONGSBERG;BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04;987554703
NORDLI TOTAKTSERVICE AS;Ågårdsveien 190;7882;NORDLI;MOTORSYKKELOGMOPED, HJUL;998621801
BIL OG DEKK AS;SANDBREKKETOPPEN 30;5224;NESTTUN;HJUL;997346378
Total Service Norge  AS;Borgeskogen 13;3160;STOKKE;PABYGGER;913002210
Voss Auto og Servicesenter AS;Strandavegen 500;5710;SKULESTADMO;BILVERKSTED01, KONTROLLORGAN01;977168082
NORHEIM KAROSSERIVERKSTED AS;NOREVEGEN 18;5542;KARMSUND;BILSKADE;914747503
BREILI BIL AS;BREILIVEIEN 41;3217;SANDEFJORD;BILVERKSTED01, KONTROLLORGAN01;915108172
TRUCKNOR HAUGESUND AS avd Stord;Sæ 145;5417;STORD;BILVERKSTED03, KONTROLLORGAN04, FARTSSKRIVER, BILVERKSTED02, ALKOLASVERKSTED;975941337
A-TEAM BIL AS;Strandgata 54;6270;BRATTVÅG;BILVERKSTED01, KONTROLLORGAN01;818093772
Møller Bil Jessheim ;Energiveien 2;2069;JESSHEIM;BILVERKSTED01B, KONTROLLORGAN01B;964995923
Valdres Auto AS;Bygdinvegen 29;2900;FAGERNES;BILVERKSTED01B, KONTROLLORGAN01;979434421
Borg Bildemontering og Karosseri;Torvlia 7;1739;Borgenhaugen;BILSKADE;989710230
LILLESTRØM DEKKSENTER AS;SLOGUMVEIEN 161;2015;LEIRSUND;HJUL;914633818
Enerhaugen Bil AS;Hedmarksgt. 15;658;OSLO;BILVERKSTED01B, KONTROLLORGAN01B;981474252
ROSTEN BILVERKSTED AS;Øvre Flatåsvei 4B;7079;FLATÅSEN;BILVERKSTED01B, MOTORSYKKELOGMOPED, KONTROLLORGAN01B;963106084
LEIKANGER AUTO AS;HANAHAUG 10;6863;LEIKANGER;BILVERKSTED01, KONTROLLORGAN01;924328606
Alfa Bilverksted AS;Torneroseveien 3;4315;Sandnes;BILVERKSTED01B, KONTROLLORGAN01B;981440722
Nittedal Karosseriverksted AS;Gamleveien 134;1482;NITTEDAL;BILSKADE;976533941
Autosenteret AS,;Raglamyrveien 22;5536;Haugesund.;BILVERKSTED01B, KONTROLLORGAN01B;918078290
FREDRIKSTAD BIL AS;Storveien 5A;1624;GRESSVIK;BILVERKSTED01, KONTROLLORGAN01;982056861
Slettum Bil AS Røros;Tollef Bredals vei 11;7374;RØROS;BILVERKSTED01, BILSKADE, KONTROLLORGAN01;995153343
Autoklinikk;Stølen 9 A;5911;ALVERSUND;BILVERKSTED01, KONTROLLORGAN01;894354992
FARSTAD BIL AS;HUSTADVEGEN 30;6444;FARSTAD;KONTROLLORGAN01, BILVERKSTED01;920850723
Intakt Bilskade Stjørdal AS;Sutterøygata 1;7502;STJØRDAL;BILSKADE;912752232
TRØNDELAG TRAKTOR AS;FEBYVEIEN 2;7654;VERDAL;TRAKTOR;915195350
MECA SERVICE AS, avd. Fyksen Servicecenter Brumunddal;Nygata 6-8;2380;BRUMUNDDAL;BILVERKSTED01, KONTROLLORGAN01;920377068
PRØVEN BIL VERDAL AS;Merkurvn 1;7652;VERDAL;BILVERKSTED01B, KONTROLLORGAN01B;948004836
VUKU BILSENTER AS;Bredingsberg 7;7660;Vuku;BILVERKSTED01B, KONTROLLORGAN01B;928009459
SVEINS AUTO A/S;Stormyrveien 4;8008;BODØ;BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B;979496052
MINGES UNIVERSAL SERVICE AS;KROKSUNDVEIEN 40;1860;TRØGSTAD;KONTROLLORGAN01, BILVERKSTED01;813875012
FLORØ BILOPPRETTING;GUNHILDVÅGEN;6902;FLORØ;BILSKADE;971049154
DEKKTEAM AS avd. Vinstra;Lomovegen 12;2640;VINSTRA;HJUL;870897332
Wist Last & Buss AS;Sandmoflata 4;7093;TILLER;FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04, ALKOLASVERKSTED;958315120
STORFJORD BILSERVICE AS;;6240;ØRSKOG;BILVERKSTED01B, KONTROLLORGAN01;998915104
Oslo Bilskade AS;Fyrstikkbakken 7;667;OSLO;BILVERKSTED01, BILSKADE, KONTROLLORGAN01;976786653
BILGLASS SENTERET LIMITED;STRANDVEIEN 2;7224;MELHUS;BILGLASS;996428346
SITE VERKSTED AS;ÅSVEGEN 164;7224;MELHUS;PABYGGER;918128204
Mobile Drotningsvik AS;Janaflaten 43;5179;GODVIK;BILVERKSTED01, KONTROLLORGAN01;946796980
BILMESTER1 TROMSØ AS;STAKKEVOLLVEGEN 329;9019;TROMSØ;KONTROLLORGAN01, BILVERKSTED01;814425592
TK  Motor  Alta  AS;Storengveien 21;9515;ALTA;BILVERKSTED01, MOTORSYKKELOGMOPED, BILSKADE;968457675
Brabil;Synnalandsvegen 22;6270;Brattvåg;BILVERKSTED01B, KONTROLLORGAN01B;927190788
EINARS  BILVERKSTED;Fjelldalsveien 136;3721;SKIEN;BILVERKSTED01;971092181
